k nbComp temps
80 475000 0.004935
79 475000 0.004937
78 475000 0.004916
77 475000 0.004928
76 475000 0.00658
75 475000 0.00521
74 475000 0.005039
73 475000 0.004932
72 475000 0.004938
71 475000 0.004932
70 475000 0.004891
69 475000 0.004844
68 475000 0.004891
67 475000 0.006585
66 475000 0.005236
65 475000 0.005086
64 475000 0.004942
63 475000 0.0049
62 475000 0.00489
61 475000 0.004851
60 475000 0.004872
59 475000 0.00488
58 475000 0.00653
57 475000 0.005264
56 475000 0.004997
55 475000 0.004881
54 475000 0.004937
53 475000 0.004931
52 475000 0.00488
51 475000 0.004843
50 475000 0.004872
49 475000 0.006586
48 475000 0.005283
47 475000 0.005035
46 475000 0.004904
45 475000 0.004851
44 475000 0.004892
43 475000 0.004895
42 475000 0.004821
41 475000 0.004868
40 475000 0.006545
39 475000 0.005286
38 475000 0.004958
37 475000 0.004929
36 475000 0.00492
35 475000 0.004896
34 475000 0.004892
33 475000 0.004895
32 475000 0.004911
31 475000 0.006528
30 475000 0.005247
29 475000 0.00491
28 475000 0.004841
27 475000 0.004892
26 475000 0.004907
25 475000 0.004881
24 475000 0.004787
23 475000 0.00483
22 475000 0.006535
21 475000 0.005293
20 475000 0.004949
19 626660 0.006461
18 798320 0.008377
17 1344923 0.014443
16 63433405 0.658622
15 2581616645 27.7123
